label,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,d4,d18,d9,d12,d23,d1,d3,d17,d24,d13,d6,d15,d7,d26,d16,d20,d2,d10,d25,d14,d21,d5,d19,d22,d8,d11
1,-9999,1,1,-9999,9732,203,3,0,12,-9999,1,-9999,-9999,1118011.0,5600.0,2.0,1079730.0,12.0,31.0,4255442.0,9.0,159611.0,2003.0,21.0,14181.0,12403.0,0.0,3969109.0,0.0,524.0,33248.0,0.0,17.0,3899492.0,61.0,0.0,0.0,24.0,2556.0
1,2,-1,-9999,-9999,164,0,2,0,0,1,1,-9999,-9999,1576814.0,1211.0,2.0,7739145.0,2.0,893.0,4974660.0,8.0,242884.0,2220.0,10.0,9917.0,3270.0,60101.0,114990.0,3.0,428.0,81089.0,1.0,18.0,6129315.0,43.0,275.0,0.0,80.0,1062.0
1,-9999,-1,2,2,3851,3,1,4,3,-9999,1,-9999,2,1802350.0,5244.0,2.0,5193476.0,2.0,788.0,4748509.0,8.0,195303.0,1428.0,10.0,5283.0,12504.0,0.0,1062256.0,0.0,28.0,21414.0,0.0,2.0,6160537.0,43.0,0.0,0.0,202.0,1563.0
0,2,-1,8,8,959,11,2,11,11,1,1,0,8,1151827.0,9.0,2.0,2727430.0,3.0,31.0,8995133.0,0.0,26164.0,387.0,23.0,883.0,11163.0,103475.0,3647187.0,1.0,292.0,21414.0,89.0,4.0,3476643.0,43.0,275.0,9.0,24.0,2051.0
1,0,160,-9999,-9999,40471,937,2,1,94,0,0,0,-9999,0.0,2951.0,2.0,0.0,4.0,31.0,0.0,6.0,0.0,1601.0,10.0,1156.0,1084.0,0.0,0.0,0.0,148.0,5408.0,0.0,4.0,0.0,109.0,0.0,0.0,24.0,5031.0
0,-9999,1,10,2,11531,17,1,4,3,-9999,1,-9999,2,835946.0,4574.0,2.0,1448361.0,3.0,31.0,1489757.0,9.0,199780.0,2661.0,21.0,167.0,7309.0,0.0,2058612.0,0.0,258.0,21414.0,0.0,2.0,1070775.0,43.0,0.0,0.0,92.0,4305.0
0,0,0,3,2,28732,1864,1,4,510,0,1,-9999,2,534831.0,3617.0,0.0,1097525.0,2.0,31.0,1770943.0,8.0,26164.0,1028.0,2.0,13293.0,11539.0,26683.0,1886195.0,1.0,150.0,56818.0,89.0,2.0,5357968.0,61.0,275.0,0.0,491.0,1833.0
0,0,85,3,5,7236,64,2,6,58,0,1,1,5,294954.0,3627.0,2.0,2935741.0,2.0,31.0,1575238.0,4.0,159611.0,2780.0,21.0,1029.0,8032.0,0.0,2548563.0,0.0,524.0,27316.0,0.0,4.0,661796.0,43.0,0.0,0.0,80.0,811.0
0,1,1,-9999,-9999,60,0,6,3,11,1,3,0,-9999,562183.0,3076.0,2.0,5984650.0,3.0,629.0,3973289.0,9.0,231177.0,2551.0,21.0,8484.0,2706.0,126665.0,506062.0,3.0,456.0,62679.0,89.0,18.0,3998635.0,43.0,275.0,0.0,24.0,1913.0
0,-9999,8,26,10,9917,19,1,10,19,-9999,1,-9999,10,229952.0,1959.0,2.0,1152171.0,2.0,31.0,8428714.0,8.0,71047.0,1896.0,10.0,4836.0,12507.0,40927.0,3281368.0,2.0,27.0,91454.0,1.0,18.0,6437544.0,92.0,1478.0,11.0,24.0,3446.0
0,-9999,30,5,5,34708,-9999,0,5,5,-9999,0,-9999,5,1370773.0,5034.0,2.0,775125.0,3.0,629.0,7487794.0,9.0,161785.0,2932.0,21.0,3196.0,11344.0,0.0,2881891.0,0.0,102.0,24166.0,0.0,18.0,4573956.0,167.0,0.0,14.0,24.0,3799.0
0,5,7,13,10,165,14,5,31,31,1,1,0,11,302196.0,2970.0,2.0,6550009.0,2.0,31.0,3624982.0,9.0,71047.0,3092.0,21.0,9319.0,6802.0,40927.0,5158790.0,3.0,91.0,1654.0,92.0,18.0,1277726.0,43.0,1378.0,12.0,228.0,3502.0
1,0,122,13,0,14244,-9999,-9999,1,-9999,0,-9999,-9999,1,364131.0,3945.0,2.0,5212559.0,2.0,31.0,6067216.0,9.0,271500.0,910.0,10.0,3021.0,6311.0,0.0,1951198.0,0.0,529.0,21414.0,0.0,2.0,5686272.0,43.0,0.0,0.0,24.0,2000.0
0,11,1192,26,9,69,10,11,18,19,1,1,0,10,0.0,482.0,2.0,0.0,4.0,134.0,0.0,9.0,0.0,866.0,23.0,7026.0,11983.0,99737.0,0.0,1.0,374.0,9357.0,65.0,4.0,0.0,14.0,275.0,0.0,367.0,470.0
0,4,3,14,7,60,13,10,8,155,1,2,-9999,8,1308083.0,4788.0,2.0,709501.0,2.0,242.0,5234085.0,0.0,58845.0,1599.0,21.0,3271.0,7920.0,83815.0,1483409.0,3.0,265.0,17563.0,92.0,2.0,1392038.0,211.0,275.0,0.0,228.0,2296.0
1,0,1423,-9999,-9999,5328,127,3,2,48,0,1,-9999,-9999,2029381.0,546.0,2.0,7020509.0,2.0,31.0,4706464.0,0.0,57813.0,101.0,0.0,11758.0,4165.0,0.0,2877685.0,0.0,423.0,65275.0,0.0,2.0,2215244.0,109.0,0.0,0.0,228.0,3563.0
0,-9999,244,1,-9999,10399,-9999,0,0,0,-9999,0,-9999,-9999,82566.0,2970.0,2.0,8085624.0,2.0,629.0,8691524.0,9.0,71047.0,401.0,21.0,10017.0,6388.0,40927.0,520319.0,3.0,91.0,23177.0,92.0,26.0,4207474.0,43.0,275.0,0.0,228.0,4069.0
1,0,2553,-9999,3,2975,118,6,9,44,0,2,-9999,3,1177947.0,5651.0,2.0,3142137.0,2.0,629.0,5816557.0,9.0,249505.0,341.0,10.0,338.0,10223.0,108464.0,3038560.0,3.0,132.0,87593.0,1.0,18.0,3719578.0,43.0,275.0,0.0,24.0,2834.0
1,8,11,8,8,0,1,50,8,41,1,4,-9999,1,503103.0,4993.0,2.0,6688114.0,4.0,629.0,5052517.0,9.0,86449.0,760.0,10.0,7283.0,7112.0,0.0,4555629.0,0.0,521.0,86348.0,0.0,21.0,4589859.0,109.0,0.0,0.0,24.0,328.0
1,-9999,32,1,4,18558,8,2,3,4,-9999,1,-9999,4,1012221.0,1910.0,2.0,7689727.0,2.0,134.0,918013.0,0.0,99216.0,2527.0,0.0,8231.0,2405.0,0.0,3418698.0,0.0,465.0,21414.0,0.0,2.0,4349926.0,43.0,0.0,0.0,228.0,5254.0
0,0,8,14,1,2462,287,2,37,66,0,1,-9999,14,2111692.0,4062.0,2.0,5680628.0,3.0,31.0,5751124.0,0.0,215552.0,2588.0,21.0,11248.0,8975.0,0.0,3985801.0,0.0,23.0,81271.0,0.0,18.0,114554.0,43.0,0.0,0.0,24.0,2532.0
0,7,6,4,8,1468,91,11,43,68,0,1,0,8,1328914.0,803.0,2.0,8206660.0,4.0,820.0,4626908.0,9.0,57024.0,1430.0,21.0,3446.0,11424.0,78975.0,4238616.0,1.0,74.0,27278.0,1.0,2.0,4231664.0,43.0,275.0,0.0,24.0,1428.0
0,0,62,4,4,1320,31,37,35,83,0,3,-9999,4,1665960.0,1944.0,2.0,7299035.0,2.0,1066.0,8241255.0,9.0,65598.0,2781.0,21.0,15.0,5649.0,0.0,2827960.0,0.0,178.0,17563.0,0.0,9.0,2259.0,201.0,0.0,0.0,80.0,3336.0
0,-9999,1,2,1,211721,-9999,0,1,2,-9999,0,-9999,1,1358737.0,3881.0,2.0,3394033.0,2.0,31.0,3175677.0,9.0,107537.0,1528.0,23.0,11545.0,2358.0,0.0,4104788.0,0.0,198.0,21414.0,0.0,4.0,6173530.0,43.0,0.0,12.0,24.0,4683.0
0,-9999,2,96,1,7624,9,1,2,3,-9999,1,-9999,2,560292.0,5041.0,2.0,3203517.0,2.0,31.0,4409722.0,8.0,75550.0,2491.0,21.0,7155.0,4147.0,64076.0,4291837.0,1.0,570.0,80320.0,92.0,18.0,2666301.0,43.0,275.0,13.0,24.0,4106.0
1,0,24,1,-9999,25840,-9999,-9999,25,-9999,0,-9999,-9999,-9999,2136869.0,5034.0,2.0,2658947.0,2.0,629.0,5705971.0,9.0,161785.0,642.0,23.0,3196.0,11679.0,0.0,972299.0,0.0,102.0,43189.0,0.0,18.0,5932630.0,43.0,0.0,0.0,24.0,1594.0
0,0,0,6,1,3957,148,30,12,101,0,1,-9999,1,667194.0,4205.0,2.0,5686353.0,3.0,549.0,7675297.0,9.0,71047.0,1282.0,0.0,4893.0,9824.0,40927.0,1986358.0,2.0,210.0,80428.0,65.0,1.0,6669335.0,43.0,731.0,0.0,24.0,572.0
0,-9999,1,2,1,10041,-9999,0,2,3,-9999,0,-9999,1,1713058.0,2212.0,2.0,1741765.0,3.0,539.0,6968511.0,1.0,65598.0,3021.0,23.0,9741.0,10219.0,96944.0,3893861.0,1.0,327.0,21414.0,89.0,4.0,1081416.0,69.0,275.0,0.0,24.0,3.0
0,-9999,0,-9999,14,2682,23,13,15,85,-9999,4,0,14,2158539.0,3919.0,2.0,1379833.0,2.0,31.0,8951060.0,6.0,49709.0,1259.0,0.0,924.0,3494.0,0.0,5010542.0,0.0,197.0,21414.0,0.0,4.0,3133240.0,43.0,0.0,0.0,24.0,3712.0
1,-9999,0,1,-9999,18266,28,9,1,28,-9999,2,-9999,-9999,1948972.0,780.0,2.0,4793308.0,2.0,893.0,7352576.0,9.0,146236.0,1581.0,2.0,3235.0,1609.0,11914.0,4952701.0,3.0,136.0,54251.0,76.0,2.0,6932642.0,43.0,275.0,0.0,24.0,4001.0
1,-9999,-1,-9999,-9999,4393,4,21,0,0,-9999,4,0,-9999,294954.0,4896.0,2.0,5343958.0,2.0,31.0,3789370.0,9.0,159611.0,3143.0,0.0,10434.0,4810.0,0.0,24470.0,0.0,524.0,84985.0,0.0,18.0,4584560.0,43.0,0.0,0.0,228.0,3343.0
0,2,0,13,27,1385,52,4,9,52,0,1,-9999,36,2020239.0,415.0,2.0,2665164.0,2.0,629.0,8239335.0,0.0,95660.0,1697.0,10.0,4969.0,10104.0,76841.0,2609404.0,2.0,474.0,21414.0,2.0,18.0,3111329.0,109.0,275.0,12.0,24.0,2256.0
0,-9999,0,7,6,35843,171,0,3,124,-9999,0,-9999,15,1151827.0,2160.0,2.0,7071848.0,3.0,31.0,6750726.0,8.0,26164.0,512.0,23.0,12346.0,3033.0,102620.0,4230299.0,1.0,27.0,77532.0,89.0,12.0,2628788.0,43.0,1927.0,0.0,228.0,3909.0
0,-9999,14,128,-9999,1742,-9999,0,0,6,-9999,0,2,-9999,1655337.0,606.0,2.0,7725648.0,3.0,696.0,1885106.0,3.0,175742.0,938.0,2.0,2852.0,3478.0,0.0,2857983.0,0.0,130.0,62101.0,0.0,2.0,2358187.0,43.0,0.0,0.0,24.0,61.0
0,-9999,0,13,-9999,87789,-9999,0,3,72,-9999,0,-9999,-9999,1686957.0,3427.0,0.0,4605681.0,3.0,31.0,7107934.0,0.0,178125.0,1065.0,2.0,10812.0,2802.0,121381.0,337643.0,2.0,185.0,21414.0,1.0,2.0,2397184.0,14.0,380.0,0.0,24.0,3691.0
0,-9999,1,-9999,5,17405,-9999,0,7,9,-9999,0,-9999,6,1802350.0,858.0,2.0,5193476.0,11.0,629.0,4748509.0,5.0,195303.0,2626.0,23.0,8637.0,10710.0,0.0,1062256.0,0.0,506.0,21414.0,0.0,2.0,6160537.0,92.0,0.0,0.0,24.0,1820.0
0,-9999,2,1,5,1954,5,8,5,139,-9999,2,-9999,5,220538.0,801.0,2.0,3686792.0,2.0,31.0,7096007.0,9.0,26164.0,518.0,9.0,5749.0,564.0,115791.0,851430.0,1.0,153.0,36838.0,89.0,2.0,3624196.0,109.0,275.0,0.0,228.0,5087.0
1,0,20,3,3,2779,18,16,14,35,0,3,-9999,3,965392.0,952.0,2.0,3690853.0,2.0,820.0,2637300.0,9.0,199123.0,1156.0,10.0,4175.0,1420.0,0.0,1741991.0,0.0,130.0,11992.0,0.0,18.0,2304258.0,43.0,0.0,0.0,8.0,2614.0
1,-9999,-1,10,4,19467,-9999,0,14,4,-9999,0,-9999,4,1977493.0,2961.0,2.0,1519960.0,4.0,539.0,9646002.0,9.0,120544.0,122.0,23.0,8990.0,2509.0,63573.0,5186581.0,3.0,553.0,61237.0,92.0,4.0,3575042.0,69.0,275.0,0.0,24.0,3542.0
1,-9999,211,35,-9999,165365,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,165965.0,3577.0,0.0,1662740.0,4.0,820.0,6266997.0,4.0,77501.0,1492.0,10.0,8198.0,11840.0,111644.0,1093746.0,3.0,363.0,630.0,92.0,2.0,3173082.0,43.0,712.0,0.0,24.0,1942.0
1,4,51,1,3,95,5,7,13,46,1,2,-9999,3,367498.0,1219.0,2.0,2492834.0,2.0,31.0,5516458.0,9.0,266220.0,2662.0,21.0,3561.0,8487.0,101602.0,2020335.0,3.0,74.0,69053.0,1.0,18.0,5912442.0,43.0,275.0,12.0,24.0,2795.0
0,-9999,0,128,30,1175,-9999,0,30,30,-9999,0,-9999,30,1360096.0,4205.0,2.0,1139226.0,13.0,31.0,8089895.0,1.0,189412.0,2102.0,10.0,940.0,7596.0,29628.0,1027383.0,2.0,210.0,69883.0,65.0,2.0,2095311.0,43.0,1269.0,12.0,24.0,5263.0
0,-9999,2,1,-9999,10648,-9999,0,3,51,-9999,0,-9999,-9999,165965.0,1050.0,2.0,4134259.0,3.0,539.0,1742049.0,1.0,77501.0,1882.0,23.0,8692.0,10187.0,111644.0,2363623.0,3.0,517.0,91658.0,2.0,2.0,2728704.0,43.0,237.0,0.0,24.0,4032.0
1,-9999,7,-9999,-9999,11252,203,0,0,5,-9999,0,-9999,-9999,832128.0,4952.0,2.0,4095370.0,2.0,1066.0,5160113.0,9.0,248997.0,1733.0,21.0,7352.0,6478.0,0.0,1009342.0,0.0,12.0,21414.0,0.0,0.0,3708981.0,43.0,0.0,0.0,24.0,2617.0
1,1,145,1,-9999,276,13,1,3,3,1,1,-9999,-9999,96158.0,1453.0,2.0,7418299.0,2.0,539.0,7099347.0,8.0,45320.0,141.0,21.0,12652.0,1599.0,0.0,1910772.0,0.0,130.0,6858.0,0.0,18.0,7040201.0,109.0,0.0,0.0,568.0,1021.0
1,0,0,-9999,-9999,4314,84,32,0,116,0,6,-9999,-9999,1661363.0,1978.0,2.0,8282180.0,13.0,893.0,9625857.0,9.0,130786.0,1870.0,21.0,12494.0,8469.0,57636.0,4679267.0,2.0,306.0,70701.0,95.0,0.0,1876099.0,43.0,372.0,12.0,24.0,3866.0
1,-9999,0,17,-9999,28111,98,2,0,0,-9999,1,-9999,-9999,687629.0,2386.0,2.0,2399368.0,2.0,539.0,9586705.0,8.0,102935.0,1414.0,23.0,1521.0,5031.0,0.0,178362.0,0.0,130.0,49462.0,0.0,9.0,5372262.0,43.0,0.0,0.0,228.0,5447.0
0,0,145,1,1,14588,674,10,5,17,0,1,-9999,2,0.0,4903.0,2.0,0.0,2.0,134.0,0.0,9.0,0.0,741.0,10.0,5665.0,6356.0,29462.0,0.0,1.0,134.0,21414.0,2.0,2.0,0.0,43.0,275.0,12.0,228.0,3858.0
0,-9999,1,5,2,30846,-9999,0,7,12,-9999,0,-9999,2,260919.0,1959.0,2.0,4962972.0,2.0,31.0,746743.0,0.0,79131.0,1295.0,9.0,3214.0,9018.0,113195.0,3660681.0,2.0,27.0,67118.0,89.0,2.0,2954963.0,43.0,987.0,0.0,24.0,1084.0
0,0,0,-9999,6,1611,37,52,13,86,0,2,0,6,1866594.0,2657.0,2.0,7228596.0,10.0,1152.0,8443966.0,8.0,171415.0,426.0,10.0,1372.0,12350.0,2447.0,2986706.0,2.0,341.0,35264.0,15.0,18.0,3029132.0,45.0,1023.0,0.0,24.0,478.0
1,6,2,1,-9999,930,0,18,9,510,1,5,0,-9999,1240499.0,3519.0,2.0,179326.0,4.0,788.0,797362.0,9.0,254504.0,1078.0,23.0,8546.0,1810.0,0.0,321552.0,0.0,130.0,19345.0,0.0,2.0,702674.0,109.0,0.0,0.0,24.0,1564.0
0,-9999,2355,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,0.0,814.0,0.0,0.0,11.0,1387.0,0.0,2.0,0.0,925.0,10.0,5384.0,8521.0,0.0,0.0,0.0,242.0,21414.0,0.0,18.0,0.0,43.0,0.0,0.0,228.0,5304.0
0,0,5,9,8,1684,111,1,38,67,0,1,-9999,8,357366.0,854.0,2.0,3479589.0,2.0,31.0,1573089.0,4.0,200219.0,341.0,10.0,13210.0,3703.0,0.0,3760247.0,0.0,155.0,87593.0,0.0,18.0,3142635.0,43.0,0.0,14.0,24.0,947.0
0,-9999,41,-9999,-9999,8632,267,7,11,130,-9999,2,0,-9999,26601.0,3201.0,2.0,2411612.0,11.0,31.0,3972964.0,9.0,153703.0,2842.0,10.0,714.0,9494.0,0.0,2114343.0,0.0,477.0,62350.0,0.0,2.0,877056.0,109.0,0.0,0.0,24.0,4264.0
0,-9999,16,71,4,-9999,-9999,0,17,4,-9999,0,-9999,9,950851.0,1959.0,0.0,1007846.0,11.0,31.0,4943982.0,2.0,71047.0,2296.0,10.0,12869.0,1535.0,40927.0,4995104.0,2.0,27.0,21414.0,89.0,4.0,861858.0,43.0,275.0,0.0,277.0,1348.0
0,-9999,-1,2,1,38685,-9999,0,1,30,-9999,0,-9999,1,1151827.0,2160.0,0.0,7071848.0,3.0,31.0,6750726.0,9.0,26164.0,1610.0,0.0,12346.0,8373.0,102620.0,4230299.0,1.0,27.0,18617.0,89.0,12.0,2628788.0,109.0,1779.0,0.0,173.0,3193.0
0,3,57,64,39,260,140,12,30,1310,2,4,-9999,140,1725550.0,684.0,2.0,8333812.0,2.0,31.0,6384637.0,9.0,190267.0,1698.0,10.0,10213.0,3655.0,109544.0,5328299.0,2.0,339.0,71925.0,1.0,4.0,1917765.0,92.0,275.0,0.0,126.0,4386.0
0,-9999,2,11,8,16992,-9999,0,13,9,-9999,0,-9999,8,1104279.0,1959.0,2.0,5794002.0,2.0,629.0,8015763.0,3.0,26164.0,1295.0,0.0,3214.0,9018.0,130167.0,4154368.0,2.0,27.0,84236.0,89.0,2.0,4765944.0,43.0,1672.0,0.0,24.0,1084.0
0,0,1724,11,3,784,247,38,35,1798,0,6,1,10,1402854.0,1510.0,2.0,8267811.0,2.0,31.0,6110921.0,4.0,65780.0,2604.0,21.0,12947.0,2959.0,26683.0,3776491.0,1.0,172.0,1267.0,25.0,2.0,1261764.0,109.0,275.0,12.0,24.0,1411.0
0,0,56,154,8,2828,60,3,12,60,0,1,-9999,8,918084.0,4092.0,2.0,6879965.0,3.0,31.0,5128416.0,0.0,71047.0,2855.0,10.0,9620.0,10212.0,40927.0,4198957.0,3.0,305.0,21414.0,2.0,18.0,5027864.0,276.0,1072.0,12.0,228.0,1421.0
1,2,240,-9999,1,460,10,2,10,10,1,1,-9999,1,85397.0,4183.0,2.0,2805970.0,2.0,820.0,4615297.0,0.0,253239.0,306.0,10.0,10356.0,2311.0,12388.0,4332736.0,1.0,91.0,17421.0,92.0,2.0,6238489.0,92.0,275.0,0.0,24.0,2207.0
0,-9999,-1,-9999,-9999,8434,-9999,0,6,34,-9999,0,-9999,-9999,176633.0,4092.0,2.0,4614342.0,2.0,31.0,3551022.0,5.0,149099.0,1717.0,0.0,2611.0,8706.0,46417.0,2228090.0,2.0,305.0,21414.0,2.0,2.0,4887822.0,109.0,2158.0,0.0,24.0,4434.0
0,-9999,2,5,1,230562,-9999,0,1,1,-9999,0,-9999,1,715488.0,2970.0,0.0,4689781.0,10.0,31.0,8735383.0,0.0,254328.0,2717.0,0.0,5921.0,5182.0,100846.0,5124784.0,1.0,91.0,79480.0,92.0,20.0,2809456.0,43.0,1939.0,0.0,24.0,5043.0
0,-9999,8,2,-9999,1532,1,16,0,32,-9999,2,0,-9999,165965.0,2206.0,2.0,316215.0,13.0,1066.0,9433268.0,9.0,77501.0,1613.0,10.0,593.0,3729.0,111644.0,4915695.0,3.0,441.0,70655.0,1.0,2.0,6512507.0,43.0,237.0,0.0,24.0,2263.0
0,0,0,13,5,1676,80,2,33,55,0,1,-9999,5,835722.0,2970.0,2.0,4048461.0,3.0,539.0,3872706.0,0.0,250982.0,197.0,21.0,9319.0,9078.0,1811.0,238804.0,2.0,91.0,21414.0,2.0,18.0,6142986.0,43.0,1839.0,0.0,80.0,5608.0
0,0,66,-9999,-9999,5618,134,1,0,112,0,1,-9999,-9999,178346.0,3421.0,2.0,2975361.0,2.0,31.0,4217253.0,0.0,176942.0,675.0,0.0,9114.0,5538.0,0.0,297218.0,0.0,23.0,87459.0,0.0,2.0,3607547.0,109.0,0.0,0.0,24.0,5107.0
0,-9999,1,-9999,-9999,24356,761,5,31,422,-9999,2,0,-9999,658385.0,4339.0,2.0,1561922.0,2.0,539.0,7236729.0,4.0,96363.0,1285.0,10.0,1408.0,9312.0,0.0,5348642.0,0.0,446.0,75547.0,0.0,4.0,854523.0,61.0,0.0,12.0,80.0,4049.0
1,23,-1,-9999,-9999,705,31,26,12,54,1,3,1,-9999,534831.0,3617.0,2.0,1097525.0,3.0,31.0,1770943.0,4.0,26164.0,68.0,23.0,13293.0,1880.0,26683.0,1886195.0,1.0,150.0,80416.0,89.0,2.0,5357968.0,109.0,275.0,0.0,24.0,3530.0
1,1,26,12,6,961,40,22,43,643,1,14,-9999,15,357366.0,854.0,2.0,3479589.0,2.0,539.0,4086650.0,6.0,200219.0,735.0,21.0,2667.0,11729.0,0.0,3760247.0,0.0,155.0,63314.0,0.0,18.0,3142635.0,43.0,0.0,12.0,80.0,1878.0
0,-9999,8,1,1,5842,55,1,9,86,-9999,1,-9999,1,1713058.0,4429.0,2.0,1741765.0,10.0,31.0,6968511.0,0.0,65598.0,1405.0,23.0,9997.0,7175.0,94212.0,3893861.0,1.0,508.0,49179.0,2.0,4.0,1081416.0,43.0,275.0,0.0,24.0,3693.0
0,-9999,1228,6,0,-9999,-9999,0,2,3,-9999,0,-9999,2,742660.0,3498.0,0.0,2336014.0,2.0,31.0,2627439.0,2.0,99504.0,1698.0,10.0,4552.0,10570.0,0.0,922499.0,0.0,130.0,21414.0,0.0,4.0,2150358.0,43.0,0.0,0.0,24.0,4386.0
0,0,2,-9999,24,2999,560,4,31,281,0,2,-9999,24,1802350.0,2665.0,2.0,5316639.0,2.0,31.0,6859671.0,9.0,195303.0,1636.0,10.0,2749.0,8512.0,0.0,2923352.0,0.0,506.0,23468.0,0.0,2.0,5847527.0,92.0,0.0,0.0,80.0,912.0
0,8,0,3,-9999,1231,15,8,14,15,2,2,-9999,-9999,835722.0,2970.0,2.0,251976.0,3.0,820.0,3228918.0,6.0,250982.0,2003.0,23.0,14560.0,10682.0,140522.0,4104187.0,2.0,91.0,91208.0,2.0,9.0,6247559.0,109.0,1839.0,0.0,24.0,3659.0
0,-9999,-1,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,2172811.0,4062.0,0.0,883471.0,11.0,31.0,2027161.0,2.0,241755.0,925.0,21.0,11248.0,8521.0,0.0,1589646.0,0.0,23.0,21414.0,0.0,18.0,629463.0,43.0,0.0,12.0,24.0,5304.0
1,2,27,5,14,0,7,45,32,113,1,5,0,3,1328914.0,398.0,2.0,8206660.0,5.0,31.0,4626908.0,9.0,57024.0,3115.0,10.0,11046.0,2083.0,95116.0,4238616.0,1.0,11.0,21414.0,92.0,4.0,4231664.0,43.0,275.0,0.0,24.0,3318.0
0,20,29,18,16,8,11,187,22,299,2,24,0,11,331008.0,1959.0,2.0,1280859.0,4.0,31.0,1126635.0,3.0,46553.0,2943.0,23.0,3214.0,1160.0,105463.0,3973866.0,2.0,27.0,44049.0,89.0,2.0,6510186.0,43.0,284.0,14.0,24.0,2768.0
0,0,0,9,1,4368,-9999,-9999,5,-9999,0,-9999,-9999,11,1990140.0,4434.0,2.0,1532150.0,4.0,539.0,8556372.0,9.0,205122.0,93.0,10.0,13161.0,12193.0,0.0,1856186.0,0.0,130.0,79075.0,0.0,2.0,1346539.0,43.0,0.0,0.0,24.0,2184.0
0,6,0,6,6,2,4,74,41,61,1,9,0,4,0.0,2512.0,2.0,0.0,2.0,629.0,0.0,9.0,0.0,1156.0,10.0,398.0,1420.0,0.0,0.0,0.0,148.0,37378.0,0.0,2.0,0.0,43.0,0.0,0.0,80.0,2614.0
0,2,21,26,8,1493,281,4,38,59,0,1,-9999,9,1512535.0,364.0,2.0,6692464.0,2.0,31.0,3491751.0,9.0,26164.0,2553.0,0.0,4819.0,5429.0,0.0,3476657.0,0.0,505.0,21414.0,0.0,18.0,1175284.0,43.0,0.0,0.0,228.0,5440.0
0,-9999,0,7,-9999,3107,-9999,0,1,195,-9999,0,-9999,-9999,935601.0,1545.0,2.0,4709803.0,2.0,344.0,8401118.0,1.0,18095.0,1581.0,2.0,10985.0,2032.0,15497.0,888628.0,2.0,184.0,45785.0,76.0,4.0,2625409.0,43.0,1448.0,0.0,24.0,4001.0
0,1,5,-9999,14,1,21,23,14,223,1,8,-9999,0,1185369.0,4339.0,2.0,6935926.0,4.0,31.0,484631.0,9.0,37952.0,2911.0,10.0,11183.0,9659.0,0.0,3244616.0,0.0,446.0,31709.0,0.0,2.0,2554126.0,92.0,0.0,0.0,24.0,4196.0
1,0,1,11,2,0,30,14,4,100,0,3,-9999,2,1655633.0,5099.0,2.0,854206.0,2.0,629.0,4188838.0,9.0,281827.0,401.0,10.0,10289.0,6388.0,83123.0,4771623.0,2.0,278.0,68320.0,89.0,4.0,2692758.0,43.0,936.0,0.0,24.0,4069.0
0,12,0,105,22,84,27,12,24,30,1,1,1,27,612750.0,4775.0,2.0,2961756.0,4.0,31.0,3339785.0,4.0,204660.0,1479.0,10.0,1214.0,10403.0,82285.0,2143668.0,1.0,384.0,49908.0,15.0,4.0,3337597.0,109.0,275.0,0.0,24.0,1445.0
1,0,0,154,0,3648,215,3,3,96,0,3,-9999,2,1938883.0,4903.0,2.0,1757742.0,2.0,788.0,5222089.0,3.0,7821.0,763.0,10.0,5665.0,5962.0,801.0,3218519.0,1.0,134.0,21414.0,2.0,2.0,2637062.0,43.0,275.0,0.0,228.0,2276.0
0,-9999,0,-9999,2,6986,149,1,2,74,-9999,1,-9999,2,2143590.0,4998.0,2.0,5087731.0,2.0,31.0,6388657.0,9.0,200219.0,3048.0,21.0,12741.0,7616.0,0.0,35555.0,0.0,414.0,26832.0,0.0,4.0,929197.0,109.0,0.0,0.0,80.0,4586.0
0,0,16,14,4,311,65,5,6,15,0,2,1,5,1358673.0,1219.0,2.0,7499476.0,2.0,134.0,9045660.0,4.0,217147.0,900.0,23.0,3561.0,390.0,124646.0,896454.0,3.0,74.0,15317.0,1.0,18.0,6305707.0,109.0,275.0,0.0,228.0,2857.0
0,-9999,1,63,19,1846,-9999,0,22,63,-9999,0,0,19,1686957.0,3427.0,2.0,4605681.0,2.0,31.0,7107934.0,5.0,178125.0,1755.0,10.0,5119.0,8896.0,121381.0,337643.0,1.0,185.0,30223.0,1.0,4.0,2397184.0,43.0,380.0,0.0,24.0,5657.0
0,-9999,14,-9999,8,2905,31,1,26,25,-9999,1,-9999,8,699031.0,4098.0,2.0,216454.0,2.0,629.0,8342726.0,4.0,108233.0,1573.0,21.0,14585.0,7301.0,0.0,5195241.0,0.0,86.0,45446.0,0.0,2.0,2035653.0,43.0,0.0,13.0,24.0,4870.0
0,3,1,6,12,4,4,6,28,74,1,2,-9999,2,1686957.0,5481.0,2.0,4605681.0,14.0,983.0,7107934.0,9.0,178125.0,2588.0,21.0,6464.0,4322.0,36168.0,337643.0,1.0,132.0,72652.0,1.0,4.0,2397184.0,43.0,275.0,0.0,24.0,2532.0
